movie_id,movie_name,release_year,original_release_date,movie_length,rating,movie_producer,movie_director,movie_actor,imdb_rating,imdb_votes,tomatometer_rating,tomatometer_count,audience_rating,audience_count,us_gross_income,worldwide_gross_income,production_budget,oscar_year,award,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,movie_producer_main,movie_director_main,movie_actor_1,movie_actor_2,award_Nominee,award_Winner,imdb_rating_scaled,tomatometer_rating_scaled,audience_rating_scaled,avg_rating
171,All About Eve,1950,1/1/50,138,PG,20th Century-Fox,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, Gary Merrill, George Sanders, Celeste Holm, Hugh Marlowe, Thelma Ritter, Marilyn Monroe, Gregory Ratoff, Barbara Bates, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White, Eddie Fisher, William Pullen, Claude Stroud, Eugene Borden, Helen Mowery, Steven Geray, Bess Flowers, Ed Fisher, Steve Geray",8.2,125426,99,77,94,45248,,,,1950,Winner,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20th Century-Fox,Joseph L. Mankiewicz,Bette Davis, Anne Baxter,0,1,8.2,9.9,9.4,9.333333333333334
172,Born Yesterday,1950,12/26/50,103,NR,Columbia,George Cukor,"Judy Holliday, Broderick Crawford, William Holden, Howard St. John, Frank Otto, Larry Oliver, Barbara Brown, Grandon Rhodes, Claire Carleton, Smoki Whitfield, David Pardon, Helen Eby-Rock, William Mays, David Pardoll, Mike Mahoney, John Morley, Paul Marion, Ram Singh, Charles Cane",7.6,10597,97,34,86,4780,,,,1950,Nominee,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Columbia,George Cukor,Judy Holliday, Broderick Crawford,1,0,7.6,9.7,8.6,8.999999999999998
173,Father of the Bride,1950,1/1/50,92,G,Metro-Goldwyn-Mayer,Vincente Minnelli,"Spencer Tracy, Elizabeth Taylor, Joan Bennett, Don Taylor, Billie Burke, Leo G Carroll, Moroni Olsen, Melville Cooper, Russ Tamblyn, Taylor Holmes, Paul Harvey, Frank Orth, Tom Irish, Marietta Canty, Willard Waterman, Nancy Valentine, Mary Jane Smith, Jacqueline Duval, Fay Baker, Frank Hyers, Chris Drake, Floyd Taylor, Don Anderson, William Mahon, Walter C. Kelly, Peter Thompson, Carleton Carpenter, Brad Hatton, Lucille Barnes, Erin Selwyn, Janet Fay, Wendy Waldron, Douglas Spencer, Boyd Davis, Oliver Blake, William E. Green, Frank Cady, Roger Moore, Mickey McCardle, Sherry Hall, Harry Dean Stanton, Ella Ethridge, William Bailey, Dorothy Phillips, Stuart Holmes, Anne Kunde, Fred Santley, Philo McCullough, Harry Stanton, Lucille Curtis, Estelle Etterre, Peggy Leon, Betty Farrington, Lillian Bronson, Aileen Carlyle, Thomas Browne Henry, Mickey Golden, Gene Coogan, Lee Phelps, Tom Browne Henry, Patricia Miller, Paul Maxey, Frank Richards, William Haade, Jeff York, Dewey Robinson, Edward Gargan, Ralph Peters, Dick Wessel, Richard Alexander, Joe Brown Jr., Jim Hayward, Gil Perkins, Bradford Hatton, John Welsh, William 'Bill' Phillips",7.2,10742,90,31,74,13901,,,,1950,Nominee,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Metro-Goldwyn-Mayer,Vincente Minnelli,Spencer Tracy, Elizabeth Taylor,1,0,7.2,9.0,7.4,8.4
174,King Solomon's Mines,1950,11/24/50,103,G,Metro-Goldwyn-Mayer,"Compton Bennett, Andrew Marton","Stewart Granger, Deborah Kerr, Richard Carlson, Hugo Haas, Lowell Gilmore, Siriaque, Kimursi, Sekaryongo, Baziga, Corp. Munto Anampio, Gutare, Ivargwema, Andrew Marton, Benempinga, John Banner, Henry Rowland, Skeryongo",6.8,5929,92,12,59,3242,,,,1950,Nominee,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Metro-Goldwyn-Mayer,Compton Bennett,Stewart Granger, Deborah Kerr,1,0,6.8,9.2,5.9,8.4
194,Seven Brides for Seven Brothers,1954,7/22/54,102,G,Jack Cummings,Stanley Donen,"Howard Keel, Jane Powell, Jeff Richards, Russ Tamblyn, Julie Newmar, Jacques d'Amboise, Tommy Rall, Ruta Lee, Matt Mattox, Virginia Gibson, Marc E. Platt, Betty Carr, Howard Petrie, Ian Wolfe, Nancy Kilgas, Norma Doggett, Earl Barton, Dante DiPaolo, Kelly Brown, Matt Moore, Dick Rich, Marjorie Wood, Russell Simpson, Anna Q. Nilsson, Larry J. Blake, Phil Rich, Lois Hall, Russell Saunders, Terry Wilson, George Robotham, Walter Beaver, Jarma Lewis, Sheila James, I. Stanford Jolley, Tim Graham",7.4,23448,88,26,87,54305,,,,1954,Nominee,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Jack Cummings,Stanley Donen,Howard Keel, Jane Powell,1,0,7.4,8.8,8.7,8.333333333333334
175,Sunset Boulevard,1950,8/4/50,110,G,Paramount,Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb, Franklin Farnum, Franklyn Farnum, Charles Dayton, Cecil B. DeMille, Buster Keaton, Hedda Hopper, Anna Q. Nilsson, H.B. Warner, Sidney Skolsky, Ray Evans, Creighton Hale, Jay Livingston, Bernice Mosk, Larry Blake, Eddie Dew, Billy Sheehan, Archie Twitchell, Roy Thompson Jr., Peter Drynan, Ruth Clifford, Bert Moorhouse, E. Mason Hopper, Kenneth Gibson, Yvette Vickers, Virginia Randolph, Gertrude Astor, Frank O'Connor, Eva Novak, Al Ferguson, Stan Johnson, Bill Sheehan, Julia Faye, Gertrude Messinger, Ralph Montgomery, John 'Skins' Miller, John Cortay, Robert Emmett O'Connor, Gerry Ganzer, Gertrude Messenger, Tommy Ivo, Robert E. O'Connor, Emmett E. Smith, Ottola Nesmith, Jay Morley, Howard Negley, Ken Christy, Len Hendry, Arthur Lane, Archie R. Dalzell, James Hawley, Edward Wahrman, Sanford E. Greenwald, Howard Joslin, Larry J. Blake",8.4,210129,99,69,95,53464,,,,1950,Nominee,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Paramount,Billy Wilder,William Holden, Gloria Swanson,1,0,8.4,9.9,9.5,9.4
176,An American in Paris,1951,10/4/51,114,G,Arthur Freed,Vincente Minnelli,"Gene Kelly, Maurice Chevalier, Leslie Caron, Louis Jourdan, Oscar Levant, Nina Foch, Hermione Gingold, Georges Guétary, Eva Gabor, Eugene Borden, Martha Bamattre, Mary Young, Ann Codee, George Davis, Mary Jones, Hayden Rorke, Madge Blake, Paul Maxey, Dick Wessel, Nan Boardman, Andre Charisse, Art Dupuis, John Eldredge, Jeanne Lafayette, Greg McClure, Noel Neill, Anna Q. Nilsson, Alfred Paix, Don Quinn, Alex Romero",7.2,31953,96,68,79,26460,,,,1951,Winner,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,Arthur Freed,Vincente Minnelli,Gene Kelly, Maurice Chevalier,0,1,7.2,9.6,7.9,8.799999999999999
177,Decision Before Dawn,1951,12/21/51,119,NR,Anatole Litvak and Frank McCarthy,Anatole Litvak,"Richard Basehart, Oskar Werner, Gary Merrill, Hildegarde Neff, Dominique Blanchar, O.E. Hasse, Wilfried Seyferth, Hans Christian Blech, Helene Thimig, Robert Freytag, George Tyne, Adolph Lodel, Arno Assmann, Loni Heuser, Walter Janssen, Erich Ebert, Ruth Brandt, Liselotte Kirschbaum, Eva Marie Andres, Aguste Hansen-Kleinmichel, Peter Martin Urtel, Otto Friebel, Paul Schwed, Karl Malden, Meta Weber, Henriett Speidel, Ingeborg Luther, Almut Bachmann, Ruth Trumpp, Harold Benedict, Egon Lippert, Gerhard Kittler, Robert Freitag, Rainier Geldern, Klaus Kinski, von Schmidel, Arnulf Schroeder, Bert Brandt, Erik Jelde, Max Herbst, Klaus Krause, Alex Hohenlohe, Jasper Gertzen, Ulrich Volkmar, Hans Mohrhard, Kurt Marquardt, Jochen Diestelmann, Luitpold Kummer, Heinrich Berg, Dieter Wilsing, Elfe Gearhart, Rudolf Heimann, Werner Fuetterer, Lieselotte Steinweg, Elizabeth Millberg, Ulla Best, Katja Jobs, Eva Maria Hoppe, Maria Landrock, Sonja Kosta, Ernst Hoechstaetter, Harald Wolff, Wolfgang Kuhnemann, Walter Ladengast, Gerhard Steinberg, Peter Lühr, Maria Wimmer, Ursula Voss, Clemens Wilmenrod",7.2,2596,100,6,71,341,,,,1951,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Anatole Litvak and Frank McCarthy,Anatole Litvak,Richard Basehart, Oskar Werner,1,0,7.2,10.0,7.1,9.066666666666666
178,A Place in the Sun,1951,8/15/51,122,NR,George Stevens,George Stevens,"Elizabeth Taylor, Montgomery Clift, Shelley Winters, Raymond Burr, Keefe Brasselle, Fred Clark, Anne Revere, Herbert Heyes, Herbert Hayes, Shepperd Strudwick, Frieda Inescort, Kathryn Givney, Walter Sande, Ted de Corsia, John Ridgely, Lois Chartand, Lois Chartrand, William Murphy, Douglas Spencer, Charles Dayton, Paul H. Frees, Josephine Whittell, Frank Yaconelli, Ralph Dunn, Bob Anderson, Mary Kent, Lisa Golm, Billy Sheehan, Ezelle Poule, Jay Morley, Kathleen Freeman, Scott Wallace, Eric Wilton, Al Ferguson, Gertrude Astor, Lulu Mae Bohrman, Robert Anderson, Sam Harris, Harold McNulty, Ian Wolfe, Carmencita Johnson, Marilyn Dialon, John Reed, Kasey Rogers, Philip Kieffer, James Horne Jr., James W. Horne, Mike Mahoney, Hans Moebus, Ken Christy, Pearl Miller, Robert Malcolm Young, Len Hendry, Frank Hyers, Ed O'Neill, Frances Driver, Lee Miller, Bill Sheehan, Mike Pat Donovan, Joe Recht, Martin Mason, Jim Horne, Louise Lane, Cliff Storey, Harold Miller, Pat Combs, Marion Gray, Ann Frederick, La Verne 'Sonny' Howe, Dolores Hall",7.8,21429,77,31,84,8530,,,,1951,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,George Stevens,George Stevens,Elizabeth Taylor, Montgomery Clift,1,0,7.8,7.7,8.4,7.733333333333333
179,Quo Vadis,1951,,171,None,Sam Zimbalist, , ,7.2,14371,0,0,0,0,,,,1951,Nominee,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Sam Zimbalist, , ,,1,0,7.2,0.0,0.0,7.2
180,A Streetcar Named Desire,1951,9/19/51,122,PG,Charles K. Feldman,Elia Kazan,"Marlon Brando, Vivien Leigh, Karl Malden, Kim Hunter, Rudy Bond, Nick Dennis, Peg Hillias, Wright King, Richard Garrick, Ann Dere, Edna Thomas, Mickey Kuhn, Chester Jones, Marietta Canty, Lyle Latell, Charles Wagenheim, Maxie Thrower, Mel Archer",8.0,103781,98,60,90,55148,8000000.0,8000000.0,1800000.0,1951,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Charles K. Feldman,Elia Kazan,Marlon Brando, Vivien Leigh,1,0,8.0,9.8,9.0,9.200000000000001
181,The Greatest Show on Earth,1952,2/21/52,152,NR,Cecil B. DeMille,Cecil B. DeMille,"Betty Hutton, Cornel Wilde, Charlton Heston, James Stewart, Dorothy Lamour, Gloria Grahame, Henry Wilcoxon, Kyle Bettger, Lawrence Tierney, John Kellogg, Lyle Bettger, Iphigenie Castiglioni, John Ridgely, Frank Wilcox, Bob Carson, Lillian Albertson, Julia Faye, Gloria Drew, Anthony Marsh, Bruce Cameron, Noel Neill, Charmienne Harker, Dorothy Crider, Patricia Michon, Vicki Bakken, Gay McEldowney, Riccardo Cucciolla, Hugh Prosser, Russ Conklin, John Crawford, Claude Dunkin, Keith Richards (II), Rosemary Dvorak, Lorna Jordan, Mona Knox, Gertrude Messinger, John Parrish, William Hall, Brad Johnson, William J. Riley, Robert W. Rushing, Adele Cook Johnson, Lane Chandler, Erik L. Nelson, Howard Negley, Eric Nielsen, Beverly Washburn, Syd Saylor, Lester Dorr, Milton Kibbee, Fred Kohler Jr., Greta Granstedt, Mary Field, Kathleen Freeman, Ross Bagdasarian Sr., Edmond O'Brien, Jimmie Dundee, Dale Van Sickel, William Boyd, Bing Crosby, Bob Hope, Mona Freeman, Tuffy Genders, Brad Hatton, Ethan Laidlaw, Stanley Andrews, Lydia Clarke, John Merton, Bradford Hatton, Herbert C. Lytton, Norman Field, Everett Glass, Lee Aaker, Nancy Gates, Ken Christy, Clarence Nash, Bess Flowers, Lou Jacobs, Felix Adler, Paul Jung, Dolores Hall, Robert St. Angelo, Davison Clark, Dorothy Adams, Ottola Nesmith, David Newell, Josephine Whittell, Emmett Kelly Jr., John Ringling North, Cucciola, Antoinette Concello",6.6,13797,42,31,54,6192,36000000.0,36000000.0,4000000.0,1952,Winner,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Cecil B. DeMille,Cecil B. DeMille,Betty Hutton, Cornel Wilde,0,1,6.6,4.2,5.4,5.0
182,High Noon,1952,7/24/52,85,PG,Stanley Kramer,Fred Zinnemann,"Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges, Ian MacDonald, Katy Jurado, Otto Kruger, Creighton Chaney, Lon Chaney Jr, Harry Morgan, Eve McVeagh, Lee Van Cleef, Harry Shannon, Bob Wilke, Sheb Wooley, Robert J. Wilke, Tom London, Lon Chaney, Ted Stanhope, Larry J. Blake, William 'Bill' Phillips, Jeanne Blackford, James Millican, Cliff Clark, Ralph Reed, William Newell, Lucien Prival, Guy Beach, Howland Chamberlin, Morgan Farley, Howland Chamberlain, Virginia Christine, Paul Dubov, Jack Elam, Harry Harvey, Tim Graham, Nolan Leary, Tom Greenway, Dick Elliott, John Doucette, Virginia Farmer",8.0,100501,97,58,89,25442,8000000.0,8000000.0,730000.0,1952,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Stanley Kramer,Fred Zinnemann,Gary Cooper, Grace Kelly,1,0,8.0,9.7,8.9,9.133333333333333
183,Ivanhoe,1952,7/31/52,106,G,Pandro S. Berman,Richard Thorpe,"Robert Taylor, Elizabeth Taylor, Joan Fontaine, George Sanders, Emlyn Williams, Robert Douglas, Finlay Currie, Felix Aylmer, Francis De Wolff, Guy Rolfe, Norman Wooland, Basil Sydney, Harold Warrender, Patrick Holt, Roderick Lovell, Sebastian Cabot, John Ruddock, Michael Brennan, Megs Jenkins, Valentine Dyall, Lionel Harris, Carl Jaffe",6.8,8627,81,16,64,5038,,,,1952,Nominee,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Pandro S. Berman,Richard Thorpe,Robert Taylor, Elizabeth Taylor,1,0,6.8,8.1,6.4,7.666666666666667
195,Three Coins in the Fountain,1954,6/2/54,102,NR,Sol C. Siegel,Jean Negulesco,"Dorothy McGuire, Clifton Webb, Jean Peters, Louis Jourdan, Maggie McNamara, Rossano Brazzi, Howard St. John, Kathryn Givney, Cathleen Nesbitt, Vincent Padula, Mario Siletti, Alberto Morin, Dino Bolognese, Tony De Mario, Jack Mattis, Willard Waterman, Zachary Yaconelli, Celia Lovsky, Larry Arnold, Renata Vanni, Grazia Narciso, Gino Corrado, Iphigenie Castiglioni, Norma Varden, Merry Anders, Charles La Torre, Vicente Padula, Maurice Brierre, Luciana Paluzzi",6.3,3276,60,10,43,2021,,,,1954,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Sol C. Siegel,Jean Negulesco,Dorothy McGuire, Clifton Webb,1,0,6.3,6.0,4.3,6.1000000000000005
196,Marty,1955,4/11/55,90,NR,Harold Hecht,Delbert Mann,"Ernest Borgnine, Betsy Blair, Joe Mantell, Esther Minciotti, Karen Steele, Jerry Paris, Frank Sutton, Walter Kelley, Robin Morse, Augusta Ciolli, Joe De Santis, Betsy Palmer, Nehemiah Persoff, Alan Wells, James Bell, Charles Cane, Silvio Minciotti, Minerva Urecal, John Milford",7.7,22916,98,42,87,6757,,,,1955,Winner,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Harold Hecht,Delbert Mann,Ernest Borgnine, Betsy Blair,0,1,7.7,9.8,8.7,9.1
184,Moulin Rouge,1952,12/23/52,119,NR,"John Huston, John Woolf and James Woolf",John Huston,"José Ferrer, Colette Marchand, Zsa Zsa Gabor, Suzanne Flon, Katherine Kath, Claude Nollier, Muriel Smith, Georges Lannes, Walter Crisham, Mary Clare, Harold Kasket, Lee Montague, Jill Bennett, Maureen Swanson, Jim Gerald, Rupert John, Tutte Lemkow, Eric Pohlmann, Christopher Lee, Jean Landlier, Robert Le Fort, Jean Claudio, Suzi Euzaine, Guy Motschen, M. Tabourno, M. Ledebur, Fernand Fabre, George Pastell, M. Valerbe, Jean Ozenne, Francis De Wolff, Michael Balfour, Theodore Bikel, Peter Cushing, Terence O'Regan, Arissa Cooper, Jacques Cey, Charles Carson, Walter Cross, Rene Poirier, Margaret Maxwell, Hilary Allen, Maria Samina, Sara Luzita, Sheila Nelson, Aleta Morrison, Hugh Dempster, Charles T. Perry, Tim Turner, Michael Seavers, Bernard Rebel, Christopher Rhodes, Rene Laplat, Maria Britneva, Charles Reynolds, Ina De La Haye, Richard Molinas, Isabel George, Donovan Winter, Madge Brindley, Peter Haddon, Everley Gregg, Raymond Rollett, David Garth, Anthony Gray, Diane Cilento",7.1,5284,78,9,90,68249,57386369.0,179213196.0,53000000.0,1952,Nominee,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,John Huston,John Huston,José Ferrer, Colette Marchand,1,0,7.1,7.8,9.0,7.566666666666666
185,The Quiet Man,1952,8/14/52,129,G,John Ford and Merian C. Cooper,John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond, Victor McLaglen, Arthur Shields, Eileen Crowe, Mildred Natwick, Francis Ford, Jack MacGowran, May Craig, Charles Fitzsimmons, James Lilburn, Sean McClory, Ken Curtis, Mae Marsh, Joseph O'Dea, Eric Gorman, Kevin Lawless, Paddy O'Donnell, Webb Overlander, Harry Tenbrook, David Hilary Hughes, Sam Harris, Harry Tyler, Patrick Wayne, Michael Wayne, Melinda Wayne, Antonia Wayne, David Hughes, Jack Roper, Douglas Evans, Al Murphy, Don Hatswell, Tiny Jones, Hank Worden, Pat O'Malley, Bob Perry, Frank Baker",7.8,36499,91,45,91,30417,,,,1952,Nominee,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,John Ford and Merian C. Cooper,John Ford,John Wayne, Maureen O'Hara,1,0,7.8,9.1,9.1,8.666666666666666
186,From Here to Eternity,1953,8/5/53,118,G,Buddy Adler,Fred Zinnemann,"Burt Lancaster, Montgomery Clift, Deborah Kerr, Frank Sinatra, Donna Reed, Ernest Borgnine, Philip Ober, Mickey Shaughnessy, Jack Warden, George Reeves, Harry Bellaver, John Dennis, Tim Ryan, Barbara Morrison, Kristine Miller, Jean Willes, Merle Travis, Arthur Keegan, Claude Akins, Robert Karnes, Robert J. Wilke, Bob Wilke, Douglas Henderson, Don Dubbins, John L. Cason, John Bryant, Joan Shawlee, Angela Stevens, Mary Carver, Vicki Bakken, James Jones, Margaret Barstow, Delia Salvi, Al Sargent, Weaver Levy, Tyler McVey, John Patrick Veitch, William Lundmark, Robert Healy, James Brick Sullivan, Moana Gleason, Freeman Lusk, Robert Pike, Carleton Young, Fay Roope, Louise Saraydar, Alvin Sargent, Joe Roach, Patrick Miller, Wayne Norman, Joseph Sargent, Mack Chandler, Edward Laguna, Willis Bouchey, John Patrick Veitch, John Davis, Carey Leverette, Allen Pinson, Guy Way, Manny Klein",7.6,45045,92,61,84,14883,30500000.0,30500000.0,1650000.0,1953,Winner,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Buddy Adler,Fred Zinnemann,Burt Lancaster, Montgomery Clift,0,1,7.6,9.2,8.4,8.666666666666666
187,Julius Caesar,1953,6/3/53,120,NR,John Houseman,Joseph L. Mankiewicz,"Marlon Brando, James Mason, John Gielgud, Louis Calhern, Edmond O'Brien, Greer Garson, Deborah Kerr, George Macready, Michael Pate, Richard Hale, Alan Napier, John Parrish, William Cottrell, John Hardy, John Hoyt, Tom Powers, Jack Raine, Ian Wolfe, Lumsden Hare, Morgan Farley, Victor Perry, Douglass Watson, Douglass Dumbrille, Rhys Williams, Michael Ansara, Dayton Lummis, John Lupton, Preston Hanson, Joseph Waring, Steve Roberts, O.Z. Whitehead, Thomas Browne Henry, Edmund Purdom, John Doucette, Chet Stratton, Michael Tolan, William Phipps, Paul Guilfoyle, Lawrence Dobkin, David Bond, Jo Gilbert, Ann Tyrrell, John O'Malley, Oliver Blake, Alvin Hurwitz, Donald Elson, Ned Glass, Stephen Roberts",7.3,11012,95,22,81,5248,,,,1953,Nominee,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,John Houseman,Joseph L. Mankiewicz,Marlon Brando, James Mason,1,0,7.3,9.5,8.1,8.766666666666667
188,The Robe,1953,9/16/53,135,G,Frank Ross,Henry Koster,"Richard Burton, Jean Simmons, Victor Mature, Michael Rennie, Jay Robinson, Dean Jagger, Torin Thatcher, Richard Boone, Betta St John, Jeff Morrow, Ernest Thesiger, Dawn Addams, Leon Askin, Frank Pulaski, David Leonard, Michael Ansara, Helen Beverly, Nicholas Koster, Francis Pierlot, Frank de Kova, Thomas Browne Henry, Anthony Eustrel, Pamela Robinson, Jay Novello, Tom Browne Henry, Emmett Lynn, Sally Corner, Rosalind Ivan, George E. Stone, Marc Snow, Anne Bancroft, Mae Marsh, George Keymas, John Doucette, Ford Rainey, Sam Gilman, Harry Shearer, Virginia Lee, Anthony Jochim, Leo Curley, Jean Corbett, Joan Corbett, Gloria Saunders, Percy Helton, George H. Melford, Ed Mundy, Roy Gordon, A. Ben Astar, Alex Pope, George Robotham, Hayden Rorke, Dan Ferniel, Van Des Autels, Cameron Mitchell, Bella St. John",6.8,9876,33,18,69,6018,36000000.0,36000000.0,5000000.0,1953,Nominee,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Frank Ross,Henry Koster,Richard Burton, Jean Simmons,1,0,6.8,3.3,6.9,4.466666666666666
189,Roman Holiday,1953,9/2/53,118,NR,William Wyler,William Wyler,"Audrey Hepburn, Gregory Peck, Eddie Albert, Tullio Carminati, Hartley Power, Laura Solari, Harcourt Williams, Tullio Carminatti, Margaret Rawlings, Paolo Carlini, Claudio Ermelli, Paola Borboni, Heinz Hindrich, Gorella Gori, Alfredo Rizzo, Princess Alma Cattaneo, John Horne, Maurizio Arena, Andre Esterhazy, Ugo Ballerini, John Cortay, Ugo De Pascale, George Higgins, Bruno Baschiera, Giacomo Penza, Edward Hitchcock, Eric Oulton, Rapindranath Mitter, Richard McNamara, Princess Lilamani, Cesare Viori, Mimmo Poli, Giuliano Raffaelli, Carlo Rizzo, Gianna Segale, Marco Tulli, Tania Weber, Andre Eszterhazy",8.0,132970,97,59,93,63470,,,,1953,Nominee,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,William Wyler,William Wyler,Audrey Hepburn, Gregory Peck,1,0,8.0,9.7,9.3,9.133333333333333
190,Shane,1953,4/24/53,118,G,George Stevens,George Stevens,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde, Jack Palance, Ben Johnson, Edgar Buchanan, Emile G. Meyer, Elisha Cook Jr., Douglas Spencer, John Dierkes, Ellen Corby, Paul McVey, John Miller, Edith Evanson, Leonard Strong, Ray Spiker, Janice Carroll, Martin Mason, Helen Brown, Nancy Kulp, Howard Negley, Beverly Washburn, Charles Quirk, George J. Lewis, Jack Sterling, Henry Wills, Rex Moore, Ewing Miles Brown, Chester W. Hannan, Bill Cartledge, Steve Raines",7.6,38752,97,36,81,15548,,,,1953,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,George Stevens,George Stevens,Alan Ladd, Jean Arthur,1,0,7.6,9.7,8.1,8.999999999999998
191,On the Waterfront,1954,7/28/54,108,NR,Sam Spiegel,Elia Kazan,"Marlon Brando, Eva Marie Saint, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning, Leif Erickson, James Westerfield, Tony Galento, Tami Mauriello, John F. Hamilton, John Heldabrand, Rudy Bond, Don Blackman, Arthur Keegan, Abe Simon, Barry Macollum, Mike O'Dowd, Martin Balsam, Fred Gwynne, Anne Hegira, Thomas Handley, Rebecca Sands, Jere Delaney, Ann Hegira, Pat Hingle, Nehemiah Persoff, Tiger Joe Marsh",8.1,147893,99,72,95,52205,9600000.0,9600000.0,910000.0,1954,Winner,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Sam Spiegel,Elia Kazan,Marlon Brando, Eva Marie Saint,0,1,8.1,9.9,9.5,9.299999999999999
192,The Caine Mutiny,1954,6/24/54,124,PG,Stanley Kramer,Edward Dmytryk,"Humphrey Bogart, Fred MacMurray, Van Johnson, José Ferrer, Robert Francis, May Wynn, Tom Tully, E.G. Marshall, Arthur Franz, Lee Marvin, Warner Anderson, Claude Akins, Katherine Warren, Jerry Paris, Steve Brodie, Todd Karns, Whit Bissell, James Best, Joe Haworth, Herbert Anderson, James Edwards, Don Dubbins, David Alpert, Don Anderson, Robert Bray, Ted Cooper, Don Keefer, Eddie Laguna, Dayton Lummis, Kenneth MacDonald, Paul McGuire, Tyler McVey, Patrick Miller, Richard Norris, Gaylord ""Steve"" Pendleton, Jay Richards, James Todd, Donald Dillaway",7.7,26649,92,25,87,7557,,,,1954,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Stanley Kramer,Edward Dmytryk,Humphrey Bogart, Fred MacMurray,1,0,7.7,9.2,8.7,8.7
193,The Country Girl,1954,12/15/54,104,NR,William Perlberg,George Seaton,"Grace Kelly, Bing Crosby, William Holden, Anthony Ross, Gene Reynolds, Jacqueline Fontaine, Eddie Ryder, Robert Kent, John W. Reynolds, Frank J. Scannell, Ida Moore, Ruth Rickaby, Ruth Ricksby, Hal K. Dawson, Howard Joslin, Richard Keene, Jack Kenney, Les Clark, Charles Tannen, John Florio, Jon Provost, Don Dunning, Max Wagner, Bob Alden, Chester Jones, Allan Douglas, Jack Roberts",7.3,5766,86,7,77,3106,,,,1954,Nominee,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,William Perlberg,George Seaton,Grace Kelly, Bing Crosby,1,0,7.3,8.6,7.7,8.166666666666666
197,Love Is a Many-Splendored Thing,1955,,102,None,Buddy Adler, , ,6.5,4688,0,0,0,0,,,,1955,Nominee,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Buddy Adler, , ,,1,0,6.5,0.0,0.0,6.5
